"threshold","abs_exceeds_pct","range_exceeds_pct"
5,70.9388115014226,99.5902538228794
10,45.6056540250256,94.5757549384078
15,26.3552477282973,79.7104936937932
20,13.6037128114144,56.8528348600949
30,2.53473186774683,16.6409047749008
40,0.286911279207662,2.3982780923743
